parsed_smell,parsed_smell_identifiers,message
"
	17 ClassDeclaration
","
	17 ClassDeclaration",Rename
"
		22 FieldDeclaration
			22 VariableDeclaration
				22 PredefinedType
				22 VariableDeclarator
","
		22 FieldDeclaration
			22 VariableDeclaration
				22 PredefinedType
				22 VariableDeclarator",Adjustment
"
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName
				23 VariableDeclarator
","
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName XElement
				23 VariableDeclarator",Adjustment
"
				312 IfStatement
					312 EqualsExpression
						312 InvocationExpression
							312 SimpleMemberAccessExpression
								312 IdentifierName
								312 GenericName
									312 TypeArgumentList
										312 PredefinedType
							312 ArgumentList
						312 NumericLiteralExpression
","
				312 IfStatement
					312 EqualsExpression
						312 InvocationExpression
							312 SimpleMemberAccessExpression
								312 IdentifierName matched_sections
								312 GenericName
									312 TypeArgumentList
										312 PredefinedType
							312 ArgumentList
						312 NumericLiteralExpression",Refactor
"
				312 IfStatement
					312 EqualsExpression
						312 InvocationExpression
							312 SimpleMemberAccessExpression
								312 IdentifierName
								312 GenericName
									312 TypeArgumentList
										312 PredefinedType
							312 ArgumentList
						312 NumericLiteralExpression
","
				312 IfStatement
					312 EqualsExpression
						312 InvocationExpression
							312 SimpleMemberAccessExpression
								312 IdentifierName matched_sections
								312 GenericName
									312 TypeArgumentList
										312 PredefinedType
							312 ArgumentList
						312 NumericLiteralExpression",Refactor
"
				329 IfStatement
					329 EqualsExpression
						329 InvocationExpression
							329 SimpleMemberAccessExpression
								329 IdentifierName
								329 GenericName
									329 TypeArgumentList
										329 PredefinedType
							329 ArgumentList
						329 NumericLiteralExpression
","
				329 IfStatement
					329 EqualsExpression
						329 InvocationExpression
							329 SimpleMemberAccessExpression
								329 IdentifierName matched_entries
								329 GenericName
									329 TypeArgumentList
										329 PredefinedType
							329 ArgumentList
						329 NumericLiteralExpression",Refactor
"
				329 IfStatement
					329 EqualsExpression
						329 InvocationExpression
							329 SimpleMemberAccessExpression
								329 IdentifierName
								329 GenericName
									329 TypeArgumentList
										329 PredefinedType
							329 ArgumentList
						329 NumericLiteralExpression
","
				329 IfStatement
					329 EqualsExpression
						329 InvocationExpression
							329 SimpleMemberAccessExpression
								329 IdentifierName matched_entries
								329 GenericName
									329 TypeArgumentList
										329 PredefinedType
							329 ArgumentList
						329 NumericLiteralExpression",Refactor
"
				359 IfStatement
					359 EqualsExpression
						359 InvocationExpression
							359 SimpleMemberAccessExpression
								359 IdentifierName
								359 GenericName
									359 TypeArgumentList
										359 PredefinedType
							359 ArgumentList
						359 NumericLiteralExpression
","
				359 IfStatement
					359 EqualsExpression
						359 InvocationExpression
							359 SimpleMemberAccessExpression
								359 IdentifierName matched_sections
								359 GenericName
									359 TypeArgumentList
										359 PredefinedType
							359 ArgumentList
						359 NumericLiteralExpression",Refactor
"
				359 IfStatement
					359 EqualsExpression
						359 InvocationExpression
							359 SimpleMemberAccessExpression
								359 IdentifierName
								359 GenericName
									359 TypeArgumentList
										359 PredefinedType
							359 ArgumentList
						359 NumericLiteralExpression
","
				359 IfStatement
					359 EqualsExpression
						359 InvocationExpression
							359 SimpleMemberAccessExpression
								359 IdentifierName matched_sections
								359 GenericName
									359 TypeArgumentList
										359 PredefinedType
							359 ArgumentList
						359 NumericLiteralExpression",Refactor
"
				376 IfStatement
					376 EqualsExpression
						376 InvocationExpression
							376 SimpleMemberAccessExpression
								376 IdentifierName
								376 GenericName
									376 TypeArgumentList
										376 PredefinedType
							376 ArgumentList
						376 NumericLiteralExpression
","
				376 IfStatement
					376 EqualsExpression
						376 InvocationExpression
							376 SimpleMemberAccessExpression
								376 IdentifierName matched_entries
								376 GenericName
									376 TypeArgumentList
										376 PredefinedType
							376 ArgumentList
						376 NumericLiteralExpression",Refactor
"
				376 IfStatement
					376 EqualsExpression
						376 InvocationExpression
							376 SimpleMemberAccessExpression
								376 IdentifierName
								376 GenericName
									376 TypeArgumentList
										376 PredefinedType
							376 ArgumentList
						376 NumericLiteralExpression
","
				376 IfStatement
					376 EqualsExpression
						376 InvocationExpression
							376 SimpleMemberAccessExpression
								376 IdentifierName matched_entries
								376 GenericName
									376 TypeArgumentList
										376 PredefinedType
							376 ArgumentList
						376 NumericLiteralExpression",Refactor
"
				405 IfStatement
					405 EqualsExpression
						405 InvocationExpression
							405 SimpleMemberAccessExpression
								405 IdentifierName
								405 GenericName
									405 TypeArgumentList
										405 PredefinedType
							405 ArgumentList
						405 NumericLiteralExpression
","
				405 IfStatement
					405 EqualsExpression
						405 InvocationExpression
							405 SimpleMemberAccessExpression
								405 IdentifierName matched_sections
								405 GenericName
									405 TypeArgumentList
										405 PredefinedType
							405 ArgumentList
						405 NumericLiteralExpression",Refactor
"
				405 IfStatement
					405 EqualsExpression
						405 InvocationExpression
							405 SimpleMemberAccessExpression
								405 IdentifierName
								405 GenericName
									405 TypeArgumentList
										405 PredefinedType
							405 ArgumentList
						405 NumericLiteralExpression
","
				405 IfStatement
					405 EqualsExpression
						405 InvocationExpression
							405 SimpleMemberAccessExpression
								405 IdentifierName matched_sections
								405 GenericName
									405 TypeArgumentList
										405 PredefinedType
							405 ArgumentList
						405 NumericLiteralExpression",Refactor
"
				448 IfStatement
					448 EqualsExpression
						448 InvocationExpression
							448 SimpleMemberAccessExpression
								448 IdentifierName
								448 GenericName
									448 TypeArgumentList
										448 PredefinedType
							448 ArgumentList
						448 NumericLiteralExpression
","
				448 IfStatement
					448 EqualsExpression
						448 InvocationExpression
							448 SimpleMemberAccessExpression
								448 IdentifierName matched_sections
								448 GenericName
									448 TypeArgumentList
										448 PredefinedType
							448 ArgumentList
						448 NumericLiteralExpression",Refactor
"
				448 IfStatement
					448 EqualsExpression
						448 InvocationExpression
							448 SimpleMemberAccessExpression
								448 IdentifierName
								448 GenericName
									448 TypeArgumentList
										448 PredefinedType
							448 ArgumentList
						448 NumericLiteralExpression
","
				448 IfStatement
					448 EqualsExpression
						448 InvocationExpression
							448 SimpleMemberAccessExpression
								448 IdentifierName matched_sections
								448 GenericName
									448 TypeArgumentList
										448 PredefinedType
							448 ArgumentList
						448 NumericLiteralExpression",Refactor
"
				465 IfStatement
					465 EqualsExpression
						465 InvocationExpression
							465 SimpleMemberAccessExpression
								465 IdentifierName
								465 GenericName
									465 TypeArgumentList
										465 PredefinedType
							465 ArgumentList
						465 NumericLiteralExpression
","
				465 IfStatement
					465 EqualsExpression
						465 InvocationExpression
							465 SimpleMemberAccessExpression
								465 IdentifierName matched_entries
								465 GenericName
									465 TypeArgumentList
										465 PredefinedType
							465 ArgumentList
						465 NumericLiteralExpression",Refactor
"
				465 IfStatement
					465 EqualsExpression
						465 InvocationExpression
							465 SimpleMemberAccessExpression
								465 IdentifierName
								465 GenericName
									465 TypeArgumentList
										465 PredefinedType
							465 ArgumentList
						465 NumericLiteralExpression
","
				465 IfStatement
					465 EqualsExpression
						465 InvocationExpression
							465 SimpleMemberAccessExpression
								465 IdentifierName matched_entries
								465 GenericName
									465 TypeArgumentList
										465 PredefinedType
							465 ArgumentList
						465 NumericLiteralExpression",Refactor
"
				496 IfStatement
					496 EqualsExpression
						496 InvocationExpression
							496 SimpleMemberAccessExpression
								496 IdentifierName
								496 GenericName
									496 TypeArgumentList
										496 PredefinedType
							496 ArgumentList
						496 NumericLiteralExpression
","
				496 IfStatement
					496 EqualsExpression
						496 InvocationExpression
							496 SimpleMemberAccessExpression
								496 IdentifierName matched_sections
								496 GenericName
									496 TypeArgumentList
										496 PredefinedType
							496 ArgumentList
						496 NumericLiteralExpression",Refactor
"
				496 IfStatement
					496 EqualsExpression
						496 InvocationExpression
							496 SimpleMemberAccessExpression
								496 IdentifierName
								496 GenericName
									496 TypeArgumentList
										496 PredefinedType
							496 ArgumentList
						496 NumericLiteralExpression
","
				496 IfStatement
					496 EqualsExpression
						496 InvocationExpression
							496 SimpleMemberAccessExpression
								496 IdentifierName matched_sections
								496 GenericName
									496 TypeArgumentList
										496 PredefinedType
							496 ArgumentList
						496 NumericLiteralExpression",Refactor
"
		30 FieldDeclaration
			30 VariableDeclaration
				30 PredefinedType
				30 VariableDeclarator
					30 EqualsValueClause
						30 SimpleMemberAccessExpression
							30 SimpleMemberAccessExpression
								30 IdentifierName
								30 IdentifierName
							30 IdentifierName
","
		30 FieldDeclaration
			30 VariableDeclaration
				30 PredefinedType
				30 VariableDeclarator
					30 EqualsValueClause
						30 SimpleMemberAccessExpression
							30 SimpleMemberAccessExpression
								30 IdentifierName ConfigurationConstants
								30 IdentifierName Values
							30 IdentifierName DEFAULT_BACKGROUND_SENDING_INTERVAL",Adjustment
"
		31 FieldDeclaration
			31 VariableDeclaration
				31 PredefinedType
				31 VariableDeclarator
					31 EqualsValueClause
						31 SimpleMemberAccessExpression
							31 SimpleMemberAccessExpression
								31 IdentifierName
								31 IdentifierName
							31 IdentifierName
","
		31 FieldDeclaration
			31 VariableDeclaration
				31 PredefinedType
				31 VariableDeclarator
					31 EqualsValueClause
						31 SimpleMemberAccessExpression
							31 SimpleMemberAccessExpression
								31 IdentifierName ConfigurationConstants
								31 IdentifierName Values
							31 IdentifierName DEFAULT_HEARTBEAT_INTERVAL",Adjustment
"
		32 FieldDeclaration
			32 VariableDeclaration
				32 PredefinedType
				32 VariableDeclarator
					32 EqualsValueClause
						32 SimpleMemberAccessExpression
							32 SimpleMemberAccessExpression
								32 IdentifierName
								32 IdentifierName
							32 IdentifierName
","
		32 FieldDeclaration
			32 VariableDeclaration
				32 PredefinedType
				32 VariableDeclarator
					32 EqualsValueClause
						32 SimpleMemberAccessExpression
							32 SimpleMemberAccessExpression
								32 IdentifierName ConfigurationConstants
								32 IdentifierName Values
							32 IdentifierName DEFAULT_MAXSOCKET_RECONNECTNUM",Adjustment
"
		35 FieldDeclaration
			35 VariableDeclaration
				35 PredefinedType
				35 VariableDeclarator
					35 EqualsValueClause
						35 SimpleMemberAccessExpression
							35 SimpleMemberAccessExpression
								35 IdentifierName
								35 IdentifierName
							35 IdentifierName
","
		35 FieldDeclaration
			35 VariableDeclaration
				35 PredefinedType
				35 VariableDeclarator
					35 EqualsValueClause
						35 SimpleMemberAccessExpression
							35 SimpleMemberAccessExpression
								35 IdentifierName ConfigurationConstants
								35 IdentifierName Values
							35 IdentifierName DEFAULT_SERVER_PORT",Adjustment
"
		36 FieldDeclaration
			36 VariableDeclaration
				36 PredefinedType
				36 VariableDeclarator
					36 EqualsValueClause
						36 SimpleMemberAccessExpression
							36 SimpleMemberAccessExpression
								36 IdentifierName
								36 IdentifierName
							36 IdentifierName
","
		36 FieldDeclaration
			36 VariableDeclaration
				36 PredefinedType
				36 VariableDeclarator
					36 EqualsValueClause
						36 SimpleMemberAccessExpression
							36 SimpleMemberAccessExpression
								36 IdentifierName ConfigurationConstants
								36 IdentifierName Values
							36 IdentifierName DEFAULT_PROXY_PORT",Adjustment
"
		199 PropertyDeclaration
			199 AttributeList
				199 Attribute
					199 IdentifierName
","
		199 PropertyDeclaration
			199 AttributeList
				199 Attribute
					199 IdentifierName Obsolete",Deficient
"
		199 PropertyDeclaration
			199 AttributeList
				199 Attribute
					199 IdentifierName
","
		199 PropertyDeclaration
			199 AttributeList
				199 Attribute
					199 IdentifierName Obsolete",Deficient
"
		231 PropertyDeclaration
			231 AttributeList
				231 Attribute
					231 IdentifierName
","
		231 PropertyDeclaration
			231 AttributeList
				231 Attribute
					231 IdentifierName Obsolete",Deficient
"
		231 PropertyDeclaration
			231 AttributeList
				231 Attribute
					231 IdentifierName
","
		231 PropertyDeclaration
			231 AttributeList
				231 Attribute
					231 IdentifierName Obsolete",Deficient
"
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName
							23 ArgumentList
","
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName ConfigurationSection
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName ConfigurationSection
							23 ArgumentList",Adjustment
"
					52 CatchClause
						52 Block
","
					52 CatchClause
						52 Block",Refactor
"
					52 CatchClause
						52 Block
","
					52 CatchClause
						52 Block",Refactor
"
								115 LocalDeclarationStatement
									115 VariableDeclaration
										115 IdentifierName
										115 VariableDeclarator
											115 EqualsValueClause
												115 InvocationExpression
													115 SimpleMemberAccessExpression
														115 IdentifierName
														115 IdentifierName
													115 ArgumentList
														115 Argument
															115 BitwiseOrExpression
																115 BitwiseOrExpression
																	115 SimpleMemberAccessExpression
																		115 IdentifierName
																		115 IdentifierName
																	115 SimpleMemberAccessExpression
																		115 IdentifierName
																		115 IdentifierName
																115 SimpleMemberAccessExpression
																	115 IdentifierName
																	115 IdentifierName
","
								115 LocalDeclarationStatement
									115 VariableDeclaration
										115 IdentifierName var
										115 VariableDeclarator
											115 EqualsValueClause
												115 InvocationExpression
													115 SimpleMemberAccessExpression
														115 IdentifierName type
														115 IdentifierName GetProperties
													115 ArgumentList
														115 Argument
															115 BitwiseOrExpression
																115 BitwiseOrExpression
																	115 SimpleMemberAccessExpression
																		115 IdentifierName BindingFlags
																		115 IdentifierName Static
																	115 SimpleMemberAccessExpression
																		115 IdentifierName BindingFlags
																		115 IdentifierName Public
																115 SimpleMemberAccessExpression
																	115 IdentifierName BindingFlags
																	115 IdentifierName NonPublic",Adjustment
"
									217 CatchClause
										217 CatchDeclaration
											217 IdentifierName
										217 Block
","
									217 CatchClause
										217 CatchDeclaration
											217 IdentifierName Exception
										217 Block",Refactor
"
									217 CatchClause
										217 CatchDeclaration
											217 IdentifierName
										217 Block
","
									217 CatchClause
										217 CatchDeclaration
											217 IdentifierName Exception
										217 Block",Refactor
"
						302 TryStatement
							302 Block
								302 ExpressionStatement
									302 InvocationExpression
										302 IdentifierName
										302 ArgumentList
							302 CatchClause
								302 Block
","
						302 TryStatement
							302 Block
								302 ExpressionStatement
									302 InvocationExpression
										302 IdentifierName LoadConfig
										302 ArgumentList
							302 CatchClause
								302 Block",Refactor
"
						302 TryStatement
							302 Block
								302 ExpressionStatement
									302 InvocationExpression
										302 IdentifierName
										302 ArgumentList
							302 CatchClause
								302 Block
","
						302 TryStatement
							302 Block
								302 ExpressionStatement
									302 InvocationExpression
										302 IdentifierName LoadConfig
										302 ArgumentList
							302 CatchClause
								302 Block",Refactor
"
				358 IfStatement
					358 GreaterThanExpression
						358 InvocationExpression
							358 SimpleMemberAccessExpression
								358 InvocationExpression
									358 SimpleMemberAccessExpression
										358 IdentifierName
										358 IdentifierName
									358 ArgumentList
								358 IdentifierName
							358 ArgumentList
						358 NumericLiteralExpression
","
				358 IfStatement
					358 GreaterThanExpression
						358 InvocationExpression
							358 SimpleMemberAccessExpression
								358 InvocationExpression
									358 SimpleMemberAccessExpression
										358 IdentifierName loggingEntry
										358 IdentifierName Attributes
									358 ArgumentList
								358 IdentifierName Count
							358 ArgumentList
						358 NumericLiteralExpression",Refactor
"
				358 IfStatement
					358 GreaterThanExpression
						358 InvocationExpression
							358 SimpleMemberAccessExpression
								358 InvocationExpression
									358 SimpleMemberAccessExpression
										358 IdentifierName
										358 IdentifierName
									358 ArgumentList
								358 IdentifierName
							358 ArgumentList
						358 NumericLiteralExpression
","
				358 IfStatement
					358 GreaterThanExpression
						358 InvocationExpression
							358 SimpleMemberAccessExpression
								358 InvocationExpression
									358 SimpleMemberAccessExpression
										358 IdentifierName loggingEntry
										358 IdentifierName Attributes
									358 ArgumentList
								358 IdentifierName Count
							358 ArgumentList
						358 NumericLiteralExpression",Refactor
"
				360 IfStatement
					360 GreaterThanExpression
						360 InvocationExpression
							360 SimpleMemberAccessExpression
								360 InvocationExpression
									360 SimpleMemberAccessExpression
										360 IdentifierName
										360 IdentifierName
									360 ArgumentList
								360 IdentifierName
							360 ArgumentList
						360 NumericLiteralExpression
","
				360 IfStatement
					360 GreaterThanExpression
						360 InvocationExpression
							360 SimpleMemberAccessExpression
								360 InvocationExpression
									360 SimpleMemberAccessExpression
										360 IdentifierName storageEntry
										360 IdentifierName Attributes
									360 ArgumentList
								360 IdentifierName Count
							360 ArgumentList
						360 NumericLiteralExpression",Refactor
"
				360 IfStatement
					360 GreaterThanExpression
						360 InvocationExpression
							360 SimpleMemberAccessExpression
								360 InvocationExpression
									360 SimpleMemberAccessExpression
										360 IdentifierName
										360 IdentifierName
									360 ArgumentList
								360 IdentifierName
							360 ArgumentList
						360 NumericLiteralExpression
","
				360 IfStatement
					360 GreaterThanExpression
						360 InvocationExpression
							360 SimpleMemberAccessExpression
								360 InvocationExpression
									360 SimpleMemberAccessExpression
										360 IdentifierName storageEntry
										360 IdentifierName Attributes
									360 ArgumentList
								360 IdentifierName Count
							360 ArgumentList
						360 NumericLiteralExpression",Refactor
"
				362 IfStatement
					362 GreaterThanExpression
						362 InvocationExpression
							362 SimpleMemberAccessExpression
								362 InvocationExpression
									362 SimpleMemberAccessExpression
										362 IdentifierName
										362 IdentifierName
									362 ArgumentList
								362 IdentifierName
							362 ArgumentList
						362 NumericLiteralExpression
","
				362 IfStatement
					362 GreaterThanExpression
						362 InvocationExpression
							362 SimpleMemberAccessExpression
								362 InvocationExpression
									362 SimpleMemberAccessExpression
										362 IdentifierName networkEntry
										362 IdentifierName Attributes
									362 ArgumentList
								362 IdentifierName Count
							362 ArgumentList
						362 NumericLiteralExpression",Refactor
"
				362 IfStatement
					362 GreaterThanExpression
						362 InvocationExpression
							362 SimpleMemberAccessExpression
								362 InvocationExpression
									362 SimpleMemberAccessExpression
										362 IdentifierName
										362 IdentifierName
									362 ArgumentList
								362 IdentifierName
							362 ArgumentList
						362 NumericLiteralExpression
","
				362 IfStatement
					362 GreaterThanExpression
						362 InvocationExpression
							362 SimpleMemberAccessExpression
								362 InvocationExpression
									362 SimpleMemberAccessExpression
										362 IdentifierName networkEntry
										362 IdentifierName Attributes
									362 ArgumentList
								362 IdentifierName Count
							362 ArgumentList
						362 NumericLiteralExpression",Refactor
"
		49 FieldDeclaration
			49 VariableDeclaration
				49 PredefinedType
				49 VariableDeclarator
					49 EqualsValueClause
						49 FalseLiteralExpression
","
		49 FieldDeclaration
			49 VariableDeclaration
				49 PredefinedType
				49 VariableDeclarator
					49 EqualsValueClause
						49 FalseLiteralExpression",Adjustment
"
				59 ExpressionStatement
					59 InvocationExpression
						59 SimpleMemberAccessExpression
							59 InvocationExpression
								59 IdentifierName
								59 ArgumentList
							59 IdentifierName
						59 ArgumentList
","
				59 ExpressionStatement
					59 InvocationExpression
						59 SimpleMemberAccessExpression
							59 InvocationExpression
								59 IdentifierName GetConfigurationInstances
								59 ArgumentList
							59 IdentifierName ToList
						59 ArgumentList",Refactor
"
				59 ExpressionStatement
					59 InvocationExpression
						59 SimpleMemberAccessExpression
							59 InvocationExpression
								59 IdentifierName
								59 ArgumentList
							59 IdentifierName
						59 ArgumentList
","
				59 ExpressionStatement
					59 InvocationExpression
						59 SimpleMemberAccessExpression
							59 InvocationExpression
								59 IdentifierName GetConfigurationInstances
								59 ArgumentList
							59 IdentifierName ToList
						59 ArgumentList",Refactor
"
		111 PropertyDeclaration
			111 PredefinedType
","
		111 PropertyDeclaration
			111 PredefinedType",Deficient
"
	11 ClassDeclaration
		11 BaseList
			11 SimpleBaseType
				11 IdentifierName
","
	11 ClassDeclaration
		11 BaseList
			11 SimpleBaseType
				11 IdentifierName Exception",Refactor
"
	57 ClassDeclaration
","
		57 ClassDeclaration",Refactor
"
	57 ClassDeclaration
","
	57 ClassDeclaration",Refactor
"
						48 ExpressionStatement
							48 InvocationExpression
								48 SimpleMemberAccessExpression
									48 SimpleMemberAccessExpression
										48 IdentifierName
										48 IdentifierName
									48 IdentifierName
								48 ArgumentList
									48 Argument
										48 NumericLiteralExpression
","
						48 ExpressionStatement
							48 InvocationExpression
								48 SimpleMemberAccessExpression
									48 SimpleMemberAccessExpression
										48 IdentifierName Win32
										48 IdentifierName NativeAPI
									48 IdentifierName timeEndPeriod
								48 ArgumentList
									48 Argument
										48 NumericLiteralExpression",Refactor
"
		32 FieldDeclaration
			32 VariableDeclaration
				32 PredefinedType
				32 VariableDeclarator
					32 EqualsValueClause
						32 FalseLiteralExpression
","
		32 FieldDeclaration
			32 VariableDeclaration
				32 PredefinedType
				32 VariableDeclarator
					32 EqualsValueClause
						32 FalseLiteralExpression",Adjustment
"
		33 FieldDeclaration
			33 VariableDeclaration
				33 PredefinedType
				33 VariableDeclarator
					33 EqualsValueClause
						33 FalseLiteralExpression
","
		33 FieldDeclaration
			33 VariableDeclaration
				33 PredefinedType
				33 VariableDeclarator
					33 EqualsValueClause
						33 FalseLiteralExpression",Adjustment
"
		36 FieldDeclaration
			36 VariableDeclaration
				36 QualifiedName
					36 IdentifierName
					36 IdentifierName
				36 VariableDeclarator
					36 EqualsValueClause
						36 NullLiteralExpression
","
		36 FieldDeclaration
			36 VariableDeclaration
				36 QualifiedName
					36 IdentifierName Storage
					36 IdentifierName LocalMemoryStorage
				36 VariableDeclarator
					36 EqualsValueClause
						36 NullLiteralExpression",Adjustment
"
		37 FieldDeclaration
			37 VariableDeclaration
				37 QualifiedName
					37 IdentifierName
					37 IdentifierName
				37 VariableDeclarator
					37 EqualsValueClause
						37 NullLiteralExpression
","
		37 FieldDeclaration
			37 VariableDeclaration
				37 QualifiedName
					37 IdentifierName Storage
					37 IdentifierName MemoryCloud
				37 VariableDeclarator
					37 EqualsValueClause
						37 NullLiteralExpression",Adjustment
"
		38 FieldDeclaration
			38 VariableDeclaration
				38 IdentifierName
				38 VariableDeclarator
					38 EqualsValueClause
						38 NullLiteralExpression
","
		38 FieldDeclaration
			38 VariableDeclaration
				38 IdentifierName IGenericCellOperations
				38 VariableDeclarator
					38 EqualsValueClause
						38 NullLiteralExpression",Adjustment
"
		39 FieldDeclaration
			39 VariableDeclaration
				39 GenericName
					39 TypeArgumentList
						39 IdentifierName
				39 VariableDeclarator
					39 EqualsValueClause
						39 NullLiteralExpression
","
		39 FieldDeclaration
			39 VariableDeclaration
				39 GenericName
					39 TypeArgumentList
						39 IdentifierName MemoryCloud
				39 VariableDeclarator
					39 EqualsValueClause
						39 NullLiteralExpression",Adjustment
"
		40 FieldDeclaration
			40 VariableDeclaration
				40 IdentifierName
				40 VariableDeclarator
					40 EqualsValueClause
						40 NullLiteralExpression
","
		40 FieldDeclaration
			40 VariableDeclaration
				40 IdentifierName IStorageSchema
				40 VariableDeclarator
					40 EqualsValueClause
						40 NullLiteralExpression",Adjustment
"
		41 FieldDeclaration
			41 VariableDeclaration
				41 IdentifierName
				41 VariableDeclarator
					41 EqualsValueClause
						41 NullLiteralExpression
","
		41 FieldDeclaration
			41 VariableDeclaration
				41 IdentifierName CommunicationInstance
				41 VariableDeclarator
					41 EqualsValueClause
						41 NullLiteralExpression",Adjustment
"
		42 FieldDeclaration
			42 VariableDeclaration
				42 GenericName
					42 TypeArgumentList
						42 IdentifierName
						42 QualifiedName
							42 IdentifierName
							42 IdentifierName
				42 VariableDeclarator
					42 EqualsValueClause
						42 ObjectCreationExpression
							42 GenericName
								42 TypeArgumentList
									42 IdentifierName
									42 QualifiedName
										42 IdentifierName
										42 IdentifierName
							42 ArgumentList
","
		42 FieldDeclaration
			42 VariableDeclaration
				42 GenericName
					42 TypeArgumentList
						42 IdentifierName IPEndPoint
						42 QualifiedName
							42 IdentifierName Storage
							42 IdentifierName RemoteStorage
				42 VariableDeclarator
					42 EqualsValueClause
						42 ObjectCreationExpression
							42 GenericName
								42 TypeArgumentList
									42 IdentifierName IPEndPoint
									42 QualifiedName
										42 IdentifierName Storage
										42 IdentifierName RemoteStorage
							42 ArgumentList",Adjustment
"
				71 LocalDeclarationStatement
					71 VariableDeclaration
						71 IdentifierName
						71 VariableDeclarator
							71 EqualsValueClause
								71 TypeOfExpression
									71 IdentifierName
","
				71 LocalDeclarationStatement
					71 VariableDeclaration
						71 IdentifierName var
						71 VariableDeclarator
							71 EqualsValueClause
								71 TypeOfExpression
									71 IdentifierName ICommunicationSchema",Remove
"
														78 IdentifierName
													78 ArgumentList
														78 Argument
															78 ArrayCreationExpression
																78 ArrayType
																	78 IdentifierName
																	78 ArrayRankSpecifier
																		78 OmittedArraySizeExpression
																78 ArrayInitializerExpression
","
														78 IdentifierName GetConstructor
													78 ArgumentList
														78 Argument
															78 ArrayCreationExpression
																78 ArrayType
																	78 IdentifierName Type
																	78 ArrayRankSpecifier
																		78 OmittedArraySizeExpression
																78 ArrayInitializerExpression",Refactor
"
												79 IdentifierName
											79 ArgumentList
												79 Argument
													79 ArrayCreationExpression
														79 ArrayType
															79 PredefinedType
															79 ArrayRankSpecifier
																79 OmittedArraySizeExpression
														79 ArrayInitializerExpression
","
												79 IdentifierName Invoke
											79 ArgumentList
												79 Argument
													79 ArrayCreationExpression
														79 ArrayType
															79 PredefinedType
															79 ArrayRankSpecifier
																79 OmittedArraySizeExpression
														79 ArrayInitializerExpression",Refactor
"
				85 IfStatement
					85 EqualsExpression
						85 IdentifierName
						85 NullLiteralExpression
					85 Block
						85 ThrowStatement
							85 ObjectCreationExpression
								85 IdentifierName
								85 ArgumentList
									85 Argument
										85 StringLiteralExpression
","
				85 IfStatement
					85 EqualsExpression
						85 IdentifierName genericCellOps
						85 NullLiteralExpression
					85 Block
						85 ThrowStatement
							85 ObjectCreationExpression
								85 IdentifierName ArgumentNullException
								85 ArgumentList
									85 Argument
										85 StringLiteralExpression",Refactor
"
				86 IfStatement
					86 EqualsExpression
						86 IdentifierName
						86 NullLiteralExpression
					86 Block
						86 ThrowStatement
							86 ObjectCreationExpression
								86 IdentifierName
								86 ArgumentList
									86 Argument
										86 StringLiteralExpression
","
				86 IfStatement
					86 EqualsExpression
						86 IdentifierName storageSchema
						86 NullLiteralExpression
					86 Block
						86 ThrowStatement
							86 ObjectCreationExpression
								86 IdentifierName ArgumentNullException
								86 ArgumentList
									86 Argument
										86 StringLiteralExpression",Refactor
"
				109 LocalDeclarationStatement
					109 VariableDeclaration
						109 IdentifierName
						109 VariableDeclarator
							109 EqualsValueClause
								109 TypeOfExpression
									109 IdentifierName
","
				109 LocalDeclarationStatement
					109 VariableDeclaration
						109 IdentifierName Type
						109 VariableDeclarator
							109 EqualsValueClause
								109 TypeOfExpression
									109 IdentifierName IStorageSchema",Remove
"
				116 IfStatement
					116 EqualsExpression
						116 IdentifierName
						116 NullLiteralExpression
					116 GotoStatement
						116 IdentifierName
","
				116 IfStatement
					116 EqualsExpression
						116 IdentifierName provider_type
						116 NullLiteralExpression
					116 GotoStatement
						116 IdentifierName _return",Remove
"
				119 IfStatement
					119 EqualsExpression
						119 IdentifierName
						119 NullLiteralExpression
					119 GotoStatement
						119 IdentifierName
","
				119 IfStatement
					119 EqualsExpression
						119 IdentifierName schema_type
						119 NullLiteralExpression
					119 GotoStatement
						119 IdentifierName _return",Remove
