parsed_smell,parsed_smell_identifiers,message
,,Change this condition so that it does not always evaluate to 'true'.
"
				403 IfStatement
					403 NotEqualsExpression
						403 IdentifierName
						403 NullLiteralExpression","
				403 IfStatement
					403 NotEqualsExpression
						403 IdentifierName serverVariables
						403 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
				470 IfStatement
					470 NotEqualsExpression
						470 IdentifierName
						470 NullLiteralExpression","
				470 IfStatement
					470 NotEqualsExpression
						470 IdentifierName operations
						470 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
				576 IfStatement
					576 NotEqualsExpression
						576 IdentifierName
						576 NullLiteralExpression","
				576 IfStatement
					576 NotEqualsExpression
						576 IdentifierName responses
						576 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
						619 IfStatement
							619 NotEqualsExpression
								619 SimpleMemberAccessExpression
									619 IdentifierName
									619 IdentifierName
								619 NullLiteralExpression","
						619 IfStatement
							619 NotEqualsExpression
								619 SimpleMemberAccessExpression
									619 IdentifierName requestBody
									619 IdentifierName Content
								619 NullLiteralExpression",Merge this if statement with the enclosing one.
,,Merge this if statement with the enclosing one.
"
				638 IfStatement
					638 NotEqualsExpression
						638 IdentifierName
						638 NullLiteralExpression","
				638 IfStatement
					638 NotEqualsExpression
						638 IdentifierName headers
						638 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
				660 IfStatement
					660 NotEqualsExpression
						660 IdentifierName
						660 NullLiteralExpression","
				660 IfStatement
					660 NotEqualsExpression
						660 IdentifierName callbacks
						660 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
				682 IfStatement
					682 NotEqualsExpression
						682 IdentifierName
						682 NullLiteralExpression","
				682 IfStatement
					682 NotEqualsExpression
						682 IdentifierName content
						682 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
				723 IfStatement
					723 NotEqualsExpression
						723 IdentifierName
						723 NullLiteralExpression","
				723 IfStatement
					723 NotEqualsExpression
						723 IdentifierName encodings
						723 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
				829 IfStatement
					829 NotEqualsExpression
						829 IdentifierName
						829 NullLiteralExpression","
				829 IfStatement
					829 NotEqualsExpression
						829 IdentifierName examples
						829 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
				948 IfStatement
					948 NotEqualsExpression
						948 IdentifierName
						948 NullLiteralExpression","
				948 IfStatement
					948 NotEqualsExpression
						948 IdentifierName links
						948 NullLiteralExpression",Change this condition so that it does not always evaluate to 'true'.
,,Change this condition so that it does not always evaluate to 'true'.
"
		20 FieldDeclaration
			20 VariableDeclaration
				20 GenericName
					20 TypeArgumentList
						20 IdentifierName
						20 IdentifierName
				20 VariableDeclarator
					20 EqualsValueClause
						20 ObjectCreationExpression
							20 GenericName
								20 TypeArgumentList
									20 IdentifierName
									20 IdentifierName
							20 ArgumentList","
		20 FieldDeclaration
			20 VariableDeclaration
				20 GenericName
					20 TypeArgumentList
						20 IdentifierName Uri
						20 IdentifierName OpenApiDocument
				20 VariableDeclarator
					20 EqualsValueClause
						20 ObjectCreationExpression
							20 GenericName
								20 TypeArgumentList
									20 IdentifierName Uri
									20 IdentifierName OpenApiDocument
							20 ArgumentList",Make '_documents' 'readonly'.
"
		21 FieldDeclaration
			21 VariableDeclaration
				21 GenericName
					21 TypeArgumentList
						21 IdentifierName
						21 IdentifierName
				21 VariableDeclarator
					21 EqualsValueClause
						21 ObjectCreationExpression
							21 GenericName
								21 TypeArgumentList
									21 IdentifierName
									21 IdentifierName
							21 ArgumentList","
		21 FieldDeclaration
			21 VariableDeclaration
				21 GenericName
					21 TypeArgumentList
						21 IdentifierName Uri
						21 IdentifierName IOpenApiReferenceable
				21 VariableDeclarator
					21 EqualsValueClause
						21 ObjectCreationExpression
							21 GenericName
								21 TypeArgumentList
									21 IdentifierName Uri
									21 IdentifierName IOpenApiReferenceable
							21 ArgumentList",Make '_fragments' 'readonly'.
"
		22 FieldDeclaration
			22 VariableDeclaration
				22 GenericName
					22 TypeArgumentList
						22 IdentifierName
						22 IdentifierName
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName
									22 IdentifierName
							22 ArgumentList","
		22 FieldDeclaration
			22 VariableDeclaration
				22 GenericName
					22 TypeArgumentList
						22 IdentifierName Uri
						22 IdentifierName Stream
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName Uri
									22 IdentifierName Stream
							22 ArgumentList",Make '_artifacts' 'readonly'.
"
				62 ExpressionStatement
					62 SimpleAssignmentExpression
						62 IdentifierName
						62 ObjectCreationExpression
							62 IdentifierName
							62 ArgumentList
								62 Argument
									62 AddExpression
										62 AddExpression
											62 StringLiteralExpression
											62 SimpleMemberAccessExpression
												62 IdentifierName
												62 IdentifierName
										62 StringLiteralExpression","
				62 ExpressionStatement
					62 SimpleAssignmentExpression
						62 IdentifierName BaseUrl
						62 ObjectCreationExpression
							62 IdentifierName Uri
							62 ArgumentList
								62 Argument
									62 AddExpression
										62 AddExpression
											62 StringLiteralExpression
											62 SimpleMemberAccessExpression
												62 IdentifierName Environment
												62 IdentifierName CurrentDirectory
										62 StringLiteralExpression",Remove this hardcoded path-delimiter.
"
		84 MethodDeclaration
			84 PredefinedType
			84 ParameterList
				84 Parameter
					84 IdentifierName
			84 ArrowExpressionClause
				84 InvocationExpression
					84 IdentifierName
					84 ArgumentList
						84 Argument
							84 IdentifierName","
		84 MethodDeclaration
			84 PredefinedType
			84 ParameterList
				84 Parameter
					84 IdentifierName OpenApiDocument
			84 ArrowExpressionClause
				84 InvocationExpression
					84 IdentifierName Validate
					84 ArgumentList
						84 Argument
							84 IdentifierName item",Rename parameter 'item' to 'doc' to match the base class declaration.
"
		90 MethodDeclaration
			90 PredefinedType
			90 ParameterList
				90 Parameter
					90 IdentifierName
			90 ArrowExpressionClause
				90 InvocationExpression
					90 IdentifierName
					90 ArgumentList
						90 Argument
							90 IdentifierName","
		90 MethodDeclaration
			90 PredefinedType
			90 ParameterList
				90 Parameter
					90 IdentifierName OpenApiInfo
			90 ArrowExpressionClause
				90 InvocationExpression
					90 IdentifierName Validate
					90 ArgumentList
						90 Argument
							90 IdentifierName item",Rename parameter 'item' to 'info' to match the base class declaration.
"
		96 MethodDeclaration
			96 PredefinedType
			96 ParameterList
				96 Parameter
					96 IdentifierName
			96 ArrowExpressionClause
				96 InvocationExpression
					96 IdentifierName
					96 ArgumentList
						96 Argument
							96 IdentifierName","
		96 MethodDeclaration
			96 PredefinedType
			96 ParameterList
				96 Parameter
					96 IdentifierName OpenApiContact
			96 ArrowExpressionClause
				96 InvocationExpression
					96 IdentifierName Validate
					96 ArgumentList
						96 Argument
							96 IdentifierName item",Rename parameter 'item' to 'contact' to match the base class declaration.
"
		102 MethodDeclaration
			102 PredefinedType
			102 ParameterList
				102 Parameter
					102 IdentifierName
			102 ArrowExpressionClause
				102 InvocationExpression
					102 IdentifierName
					102 ArgumentList
						102 Argument
							102 IdentifierName","
		102 MethodDeclaration
			102 PredefinedType
			102 ParameterList
				102 Parameter
					102 IdentifierName OpenApiComponents
			102 ArrowExpressionClause
				102 InvocationExpression
					102 IdentifierName Validate
					102 ArgumentList
						102 Argument
							102 IdentifierName item",Rename parameter 'item' to 'components' to match the base class declaration.
"
		108 MethodDeclaration
			108 PredefinedType
			108 ParameterList
				108 Parameter
					108 IdentifierName
			108 ArrowExpressionClause
				108 InvocationExpression
					108 IdentifierName
					108 ArgumentList
						108 Argument
							108 IdentifierName","
		108 MethodDeclaration
			108 PredefinedType
			108 ParameterList
				108 Parameter
					108 IdentifierName OpenApiHeader
			108 ArrowExpressionClause
				108 InvocationExpression
					108 IdentifierName Validate
					108 ArgumentList
						108 Argument
							108 IdentifierName item",Rename parameter 'item' to 'tag' to match the base class declaration.
"
		114 MethodDeclaration
			114 PredefinedType
			114 ParameterList
				114 Parameter
					114 IdentifierName
			114 ArrowExpressionClause
				114 InvocationExpression
					114 IdentifierName
					114 ArgumentList
						114 Argument
							114 IdentifierName","
		114 MethodDeclaration
			114 PredefinedType
			114 ParameterList
				114 Parameter
					114 IdentifierName OpenApiResponse
			114 ArrowExpressionClause
				114 InvocationExpression
					114 IdentifierName Validate
					114 ArgumentList
						114 Argument
							114 IdentifierName item",Rename parameter 'item' to 'response' to match the base class declaration.
"
		120 MethodDeclaration
			120 PredefinedType
			120 ParameterList
				120 Parameter
					120 IdentifierName
			120 ArrowExpressionClause
				120 InvocationExpression
					120 IdentifierName
					120 ArgumentList
						120 Argument
							120 IdentifierName","
		120 MethodDeclaration
			120 PredefinedType
			120 ParameterList
				120 Parameter
					120 IdentifierName OpenApiMediaType
			120 ArrowExpressionClause
				120 InvocationExpression
					120 IdentifierName Validate
					120 ArgumentList
						120 Argument
							120 IdentifierName item",Rename parameter 'item' to 'mediaType' to match the base class declaration.
"
		126 MethodDeclaration
			126 PredefinedType
			126 ParameterList
				126 Parameter
					126 IdentifierName
			126 ArrowExpressionClause
				126 InvocationExpression
					126 IdentifierName
					126 ArgumentList
						126 Argument
							126 IdentifierName","
		126 MethodDeclaration
			126 PredefinedType
			126 ParameterList
				126 Parameter
					126 IdentifierName OpenApiResponses
			126 ArrowExpressionClause
				126 InvocationExpression
					126 IdentifierName Validate
					126 ArgumentList
						126 Argument
							126 IdentifierName item",Rename parameter 'item' to 'response' to match the base class declaration.
"
		132 MethodDeclaration
			132 PredefinedType
			132 ParameterList
				132 Parameter
					132 IdentifierName
			132 ArrowExpressionClause
				132 InvocationExpression
					132 IdentifierName
					132 ArgumentList
						132 Argument
							132 IdentifierName","
		132 MethodDeclaration
			132 PredefinedType
			132 ParameterList
				132 Parameter
					132 IdentifierName OpenApiExternalDocs
			132 ArrowExpressionClause
				132 InvocationExpression
					132 IdentifierName Validate
					132 ArgumentList
						132 Argument
							132 IdentifierName item",Rename parameter 'item' to 'externalDocs' to match the base class declaration.
"
		138 MethodDeclaration
			138 PredefinedType
			138 ParameterList
				138 Parameter
					138 IdentifierName
			138 ArrowExpressionClause
				138 InvocationExpression
					138 IdentifierName
					138 ArgumentList
						138 Argument
							138 IdentifierName","
		138 MethodDeclaration
			138 PredefinedType
			138 ParameterList
				138 Parameter
					138 IdentifierName OpenApiLicense
			138 ArrowExpressionClause
				138 InvocationExpression
					138 IdentifierName Validate
					138 ArgumentList
						138 Argument
							138 IdentifierName item",Rename parameter 'item' to 'license' to match the base class declaration.
"
		144 MethodDeclaration
			144 PredefinedType
			144 ParameterList
				144 Parameter
					144 IdentifierName
			144 ArrowExpressionClause
				144 InvocationExpression
					144 IdentifierName
					144 ArgumentList
						144 Argument
							144 IdentifierName","
		144 MethodDeclaration
			144 PredefinedType
			144 ParameterList
				144 Parameter
					144 IdentifierName OpenApiOAuthFlow
			144 ArrowExpressionClause
				144 InvocationExpression
					144 IdentifierName Validate
					144 ArgumentList
						144 Argument
							144 IdentifierName item",Rename parameter 'item' to 'openApiOAuthFlow' to match the base class declaration.
"
		150 MethodDeclaration
			150 PredefinedType
			150 ParameterList
				150 Parameter
					150 IdentifierName
			150 ArrowExpressionClause
				150 InvocationExpression
					150 IdentifierName
					150 ArgumentList
						150 Argument
							150 IdentifierName","
		150 MethodDeclaration
			150 PredefinedType
			150 ParameterList
				150 Parameter
					150 IdentifierName OpenApiTag
			150 ArrowExpressionClause
				150 InvocationExpression
					150 IdentifierName Validate
					150 ArgumentList
						150 Argument
							150 IdentifierName item",Rename parameter 'item' to 'tag' to match the base class declaration.
"
		156 MethodDeclaration
			156 PredefinedType
			156 ParameterList
				156 Parameter
					156 IdentifierName
			156 ArrowExpressionClause
				156 InvocationExpression
					156 IdentifierName
					156 ArgumentList
						156 Argument
							156 IdentifierName","
		156 MethodDeclaration
			156 PredefinedType
			156 ParameterList
				156 Parameter
					156 IdentifierName OpenApiParameter
			156 ArrowExpressionClause
				156 InvocationExpression
					156 IdentifierName Validate
					156 ArgumentList
						156 Argument
							156 IdentifierName item",Rename parameter 'item' to 'parameter' to match the base class declaration.
"
		162 MethodDeclaration
			162 PredefinedType
			162 ParameterList
				162 Parameter
					162 IdentifierName
			162 ArrowExpressionClause
				162 InvocationExpression
					162 IdentifierName
					162 ArgumentList
						162 Argument
							162 IdentifierName","
		162 MethodDeclaration
			162 PredefinedType
			162 ParameterList
				162 Parameter
					162 IdentifierName OpenApiSchema
			162 ArrowExpressionClause
				162 InvocationExpression
					162 IdentifierName Validate
					162 ArgumentList
						162 Argument
							162 IdentifierName item",Rename parameter 'item' to 'schema' to match the base class declaration.
"
		168 MethodDeclaration
			168 PredefinedType
			168 ParameterList
				168 Parameter
					168 IdentifierName
			168 ArrowExpressionClause
				168 InvocationExpression
					168 IdentifierName
					168 ArgumentList
						168 Argument
							168 IdentifierName","
		168 MethodDeclaration
			168 PredefinedType
			168 ParameterList
				168 Parameter
					168 IdentifierName OpenApiServer
			168 ArrowExpressionClause
				168 InvocationExpression
					168 IdentifierName Validate
					168 ArgumentList
						168 Argument
							168 IdentifierName item",Rename parameter 'item' to 'server' to match the base class declaration.
"
		174 MethodDeclaration
			174 PredefinedType
			174 ParameterList
				174 Parameter
					174 IdentifierName
			174 ArrowExpressionClause
				174 InvocationExpression
					174 IdentifierName
					174 ArgumentList
						174 Argument
							174 IdentifierName","
		174 MethodDeclaration
			174 PredefinedType
			174 ParameterList
				174 Parameter
					174 IdentifierName OpenApiEncoding
			174 ArrowExpressionClause
				174 InvocationExpression
					174 IdentifierName Validate
					174 ArgumentList
						174 Argument
							174 IdentifierName item",Rename parameter 'item' to 'encoding' to match the base class declaration.
"
		180 MethodDeclaration
			180 PredefinedType
			180 ParameterList
				180 Parameter
					180 IdentifierName
			180 ArrowExpressionClause
				180 InvocationExpression
					180 IdentifierName
					180 ArgumentList
						180 Argument
							180 IdentifierName","
		180 MethodDeclaration
			180 PredefinedType
			180 ParameterList
				180 Parameter
					180 IdentifierName OpenApiCallback
			180 ArrowExpressionClause
				180 InvocationExpression
					180 IdentifierName Validate
					180 ArgumentList
						180 Argument
							180 IdentifierName item",Rename parameter 'item' to 'callback' to match the base class declaration.
"
		186 MethodDeclaration
			186 PredefinedType
			186 ParameterList
				186 Parameter
					186 IdentifierName
			186 ArrowExpressionClause
				186 InvocationExpression
					186 IdentifierName
					186 ArgumentList
						186 Argument
							186 IdentifierName","
		186 MethodDeclaration
			186 PredefinedType
			186 ParameterList
				186 Parameter
					186 IdentifierName IOpenApiExtensible
			186 ArrowExpressionClause
				186 InvocationExpression
					186 IdentifierName Validate
					186 ArgumentList
						186 Argument
							186 IdentifierName item",Rename parameter 'item' to 'openApiExtensible' to match the base class declaration.
"
		192 MethodDeclaration
			192 PredefinedType
			192 ParameterList
				192 Parameter
					192 IdentifierName
			192 ArrowExpressionClause
				192 InvocationExpression
					192 IdentifierName
					192 ArgumentList
						192 Argument
							192 IdentifierName
						192 Argument
							192 InvocationExpression
								192 SimpleMemberAccessExpression
									192 IdentifierName
									192 IdentifierName
								192 ArgumentList","
		192 MethodDeclaration
			192 PredefinedType
			192 ParameterList
				192 Parameter
					192 IdentifierName IOpenApiExtension
			192 ArrowExpressionClause
				192 InvocationExpression
					192 IdentifierName Validate
					192 ArgumentList
						192 Argument
							192 IdentifierName item
						192 Argument
							192 InvocationExpression
								192 SimpleMemberAccessExpression
									192 IdentifierName item
									192 IdentifierName GetType
								192 ArgumentList",Rename parameter 'item' to 'openApiExtension' to match the base class declaration.
"
		198 MethodDeclaration
			198 PredefinedType
			198 ParameterList
				198 Parameter
					198 GenericName
						198 TypeArgumentList
							198 IdentifierName
			198 ArrowExpressionClause
				198 InvocationExpression
					198 IdentifierName
					198 ArgumentList
						198 Argument
							198 IdentifierName
						198 Argument
							198 InvocationExpression
								198 SimpleMemberAccessExpression
									198 IdentifierName
									198 IdentifierName
								198 ArgumentList","
		198 MethodDeclaration
			198 PredefinedType
			198 ParameterList
				198 Parameter
					198 GenericName
						198 TypeArgumentList
							198 IdentifierName OpenApiExample
			198 ArrowExpressionClause
				198 InvocationExpression
					198 IdentifierName Validate
					198 ArgumentList
						198 Argument
							198 IdentifierName items
						198 Argument
							198 InvocationExpression
								198 SimpleMemberAccessExpression
									198 IdentifierName items
									198 IdentifierName GetType
								198 ArgumentList",Rename parameter 'items' to 'example' to match the base class declaration.
"
		204 MethodDeclaration
			204 PredefinedType
			204 ParameterList
				204 Parameter
					204 IdentifierName
			204 ArrowExpressionClause
				204 InvocationExpression
					204 IdentifierName
					204 ArgumentList
						204 Argument
							204 IdentifierName","
		204 MethodDeclaration
			204 PredefinedType
			204 ParameterList
				204 Parameter
					204 IdentifierName OpenApiPathItem
			204 ArrowExpressionClause
				204 InvocationExpression
					204 IdentifierName Validate
					204 ArgumentList
						204 Argument
							204 IdentifierName item",Rename parameter 'item' to 'pathItem' to match the base class declaration.
"
		210 MethodDeclaration
			210 PredefinedType
			210 ParameterList
				210 Parameter
					210 IdentifierName
			210 ArrowExpressionClause
				210 InvocationExpression
					210 IdentifierName
					210 ArgumentList
						210 Argument
							210 IdentifierName","
		210 MethodDeclaration
			210 PredefinedType
			210 ParameterList
				210 Parameter
					210 IdentifierName OpenApiServerVariable
			210 ArrowExpressionClause
				210 InvocationExpression
					210 IdentifierName Validate
					210 ArgumentList
						210 Argument
							210 IdentifierName item",Rename parameter 'item' to 'serverVariable' to match the base class declaration.
"
		216 MethodDeclaration
			216 PredefinedType
			216 ParameterList
				216 Parameter
					216 IdentifierName
			216 ArrowExpressionClause
				216 InvocationExpression
					216 IdentifierName
					216 ArgumentList
						216 Argument
							216 IdentifierName","
		216 MethodDeclaration
			216 PredefinedType
			216 ParameterList
				216 Parameter
					216 IdentifierName OpenApiSecurityScheme
			216 ArrowExpressionClause
				216 InvocationExpression
					216 IdentifierName Validate
					216 ArgumentList
						216 Argument
							216 IdentifierName item",Rename parameter 'item' to 'securityScheme' to match the base class declaration.
"
		222 MethodDeclaration
			222 PredefinedType
			222 ParameterList
				222 Parameter
					222 IdentifierName
			222 ArrowExpressionClause
				222 InvocationExpression
					222 IdentifierName
					222 ArgumentList
						222 Argument
							222 IdentifierName","
		222 MethodDeclaration
			222 PredefinedType
			222 ParameterList
				222 Parameter
					222 IdentifierName OpenApiSecurityRequirement
			222 ArrowExpressionClause
				222 InvocationExpression
					222 IdentifierName Validate
					222 ArgumentList
						222 Argument
							222 IdentifierName item",Rename parameter 'item' to 'securityRequirement' to match the base class declaration.
"
		228 MethodDeclaration
			228 PredefinedType
			228 ParameterList
				228 Parameter
					228 IdentifierName
			228 ArrowExpressionClause
				228 InvocationExpression
					228 IdentifierName
					228 ArgumentList
						228 Argument
							228 IdentifierName","
		228 MethodDeclaration
			228 PredefinedType
			228 ParameterList
				228 Parameter
					228 IdentifierName OpenApiRequestBody
			228 ArrowExpressionClause
				228 InvocationExpression
					228 IdentifierName Validate
					228 ArgumentList
						228 Argument
							228 IdentifierName item",Rename parameter 'item' to 'requestBody' to match the base class declaration.
"
		234 MethodDeclaration
			234 PredefinedType
			234 ParameterList
				234 Parameter
					234 IdentifierName
			234 ArrowExpressionClause
				234 InvocationExpression
					234 IdentifierName
					234 ArgumentList
						234 Argument
							234 IdentifierName","
		234 MethodDeclaration
			234 PredefinedType
			234 ParameterList
				234 Parameter
					234 IdentifierName OpenApiPaths
			234 ArrowExpressionClause
				234 InvocationExpression
					234 IdentifierName Validate
					234 ArgumentList
						234 Argument
							234 IdentifierName item",Rename parameter 'item' to 'paths' to match the base class declaration.
"
		240 MethodDeclaration
			240 PredefinedType
			240 ParameterList
				240 Parameter
					240 IdentifierName
			240 ArrowExpressionClause
				240 InvocationExpression
					240 IdentifierName
					240 ArgumentList
						240 Argument
							240 IdentifierName","
		240 MethodDeclaration
			240 PredefinedType
			240 ParameterList
				240 Parameter
					240 IdentifierName OpenApiLink
			240 ArrowExpressionClause
				240 InvocationExpression
					240 IdentifierName Validate
					240 ArgumentList
						240 Argument
							240 IdentifierName item",Rename parameter 'item' to 'link' to match the base class declaration.
"
		246 MethodDeclaration
			246 PredefinedType
			246 ParameterList
				246 Parameter
					246 IdentifierName
			246 ArrowExpressionClause
				246 InvocationExpression
					246 IdentifierName
					246 ArgumentList
						246 Argument
							246 IdentifierName","
		246 MethodDeclaration
			246 PredefinedType
			246 ParameterList
				246 Parameter
					246 IdentifierName OpenApiExample
			246 ArrowExpressionClause
				246 InvocationExpression
					246 IdentifierName Validate
					246 ArgumentList
						246 Argument
							246 IdentifierName item",Rename parameter 'item' to 'example' to match the base class declaration.
"
		252 MethodDeclaration
			252 PredefinedType
			252 ParameterList
				252 Parameter
					252 IdentifierName
			252 ArrowExpressionClause
				252 InvocationExpression
					252 IdentifierName
					252 ArgumentList
						252 Argument
							252 IdentifierName","
		252 MethodDeclaration
			252 PredefinedType
			252 ParameterList
				252 Parameter
					252 IdentifierName OpenApiOperation
			252 ArrowExpressionClause
				252 InvocationExpression
					252 IdentifierName Validate
					252 ArgumentList
						252 Argument
							252 IdentifierName item",Rename parameter 'item' to 'operation' to match the base class declaration.
"
		257 MethodDeclaration
			257 PredefinedType
			257 ParameterList
				257 Parameter
					257 GenericName
						257 TypeArgumentList
							257 IdentifierName
							257 IdentifierName
			257 ArrowExpressionClause
				257 InvocationExpression
					257 IdentifierName
					257 ArgumentList
						257 Argument
							257 IdentifierName
						257 Argument
							257 InvocationExpression
								257 SimpleMemberAccessExpression
									257 IdentifierName
									257 IdentifierName
								257 ArgumentList","
		257 MethodDeclaration
			257 PredefinedType
			257 ParameterList
				257 Parameter
					257 GenericName
						257 TypeArgumentList
							257 IdentifierName OperationType
							257 IdentifierName OpenApiOperation
			257 ArrowExpressionClause
				257 InvocationExpression
					257 IdentifierName Validate
					257 ArgumentList
						257 Argument
							257 IdentifierName item
						257 Argument
							257 InvocationExpression
								257 SimpleMemberAccessExpression
									257 IdentifierName item
									257 IdentifierName GetType
								257 ArgumentList",Rename parameter 'item' to 'operations' to match the base class declaration.
"
		262 MethodDeclaration
			262 PredefinedType
			262 ParameterList
				262 Parameter
					262 GenericName
						262 TypeArgumentList
							262 PredefinedType
							262 IdentifierName
			262 ArrowExpressionClause
				262 InvocationExpression
					262 IdentifierName
					262 ArgumentList
						262 Argument
							262 IdentifierName
						262 Argument
							262 InvocationExpression
								262 SimpleMemberAccessExpression
									262 IdentifierName
									262 IdentifierName
								262 ArgumentList","
		262 MethodDeclaration
			262 PredefinedType
			262 ParameterList
				262 Parameter
					262 GenericName
						262 TypeArgumentList
							262 PredefinedType
							262 IdentifierName OpenApiHeader
			262 ArrowExpressionClause
				262 InvocationExpression
					262 IdentifierName Validate
					262 ArgumentList
						262 Argument
							262 IdentifierName item
						262 Argument
							262 InvocationExpression
								262 SimpleMemberAccessExpression
									262 IdentifierName item
									262 IdentifierName GetType
								262 ArgumentList",Rename parameter 'item' to 'headers' to match the base class declaration.
"
		267 MethodDeclaration
			267 PredefinedType
			267 ParameterList
				267 Parameter
					267 GenericName
						267 TypeArgumentList
							267 PredefinedType
							267 IdentifierName
			267 ArrowExpressionClause
				267 InvocationExpression
					267 IdentifierName
					267 ArgumentList
						267 Argument
							267 IdentifierName
						267 Argument
							267 InvocationExpression
								267 SimpleMemberAccessExpression
									267 IdentifierName
									267 IdentifierName
								267 ArgumentList","
		267 MethodDeclaration
			267 PredefinedType
			267 ParameterList
				267 Parameter
					267 GenericName
						267 TypeArgumentList
							267 PredefinedType
							267 IdentifierName OpenApiCallback
			267 ArrowExpressionClause
				267 InvocationExpression
					267 IdentifierName Validate
					267 ArgumentList
						267 Argument
							267 IdentifierName item
						267 Argument
							267 InvocationExpression
								267 SimpleMemberAccessExpression
									267 IdentifierName item
									267 IdentifierName GetType
								267 ArgumentList",Rename parameter 'item' to 'callbacks' to match the base class declaration.
"
		272 MethodDeclaration
			272 PredefinedType
			272 ParameterList
				272 Parameter
					272 GenericName
						272 TypeArgumentList
							272 PredefinedType
							272 IdentifierName
			272 ArrowExpressionClause
				272 InvocationExpression
					272 IdentifierName
					272 ArgumentList
						272 Argument
							272 IdentifierName
						272 Argument
							272 InvocationExpression
								272 SimpleMemberAccessExpression
									272 IdentifierName
									272 IdentifierName
								272 ArgumentList","
		272 MethodDeclaration
			272 PredefinedType
			272 ParameterList
				272 Parameter
					272 GenericName
						272 TypeArgumentList
							272 PredefinedType
							272 IdentifierName OpenApiMediaType
			272 ArrowExpressionClause
				272 InvocationExpression
					272 IdentifierName Validate
					272 ArgumentList
						272 Argument
							272 IdentifierName item
						272 Argument
							272 InvocationExpression
								272 SimpleMemberAccessExpression
									272 IdentifierName item
									272 IdentifierName GetType
								272 ArgumentList",Rename parameter 'item' to 'content' to match the base class declaration.
"
		277 MethodDeclaration
			277 PredefinedType
			277 ParameterList
				277 Parameter
					277 GenericName
						277 TypeArgumentList
							277 PredefinedType
							277 IdentifierName
			277 ArrowExpressionClause
				277 InvocationExpression
					277 IdentifierName
					277 ArgumentList
						277 Argument
							277 IdentifierName
						277 Argument
							277 InvocationExpression
								277 SimpleMemberAccessExpression
									277 IdentifierName
									277 IdentifierName
								277 ArgumentList","
		277 MethodDeclaration
			277 PredefinedType
			277 ParameterList
				277 Parameter
					277 GenericName
						277 TypeArgumentList
							277 PredefinedType
							277 IdentifierName OpenApiExample
			277 ArrowExpressionClause
				277 InvocationExpression
					277 IdentifierName Validate
					277 ArgumentList
						277 Argument
							277 IdentifierName item
						277 Argument
							277 InvocationExpression
								277 SimpleMemberAccessExpression
									277 IdentifierName item
									277 IdentifierName GetType
								277 ArgumentList",Rename parameter 'item' to 'examples' to match the base class declaration.
"
		282 MethodDeclaration
			282 PredefinedType
			282 ParameterList
				282 Parameter
					282 GenericName
						282 TypeArgumentList
							282 PredefinedType
							282 IdentifierName
			282 ArrowExpressionClause
				282 InvocationExpression
					282 IdentifierName
					282 ArgumentList
						282 Argument
							282 IdentifierName
						282 Argument
							282 InvocationExpression
								282 SimpleMemberAccessExpression
									282 IdentifierName
									282 IdentifierName
								282 ArgumentList","
		282 MethodDeclaration
			282 PredefinedType
			282 ParameterList
				282 Parameter
					282 GenericName
						282 TypeArgumentList
							282 PredefinedType
							282 IdentifierName OpenApiLink
			282 ArrowExpressionClause
				282 InvocationExpression
					282 IdentifierName Validate
					282 ArgumentList
						282 Argument
							282 IdentifierName item
						282 Argument
							282 InvocationExpression
								282 SimpleMemberAccessExpression
									282 IdentifierName item
									282 IdentifierName GetType
								282 ArgumentList",Rename parameter 'item' to 'links' to match the base class declaration.
