parsed_smell,parsed_smell_identifiers,message
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
											 ArgumentList
												 Argument
													 SimpleLambdaExpression
														 Parameter
														 NotEqualsExpression
															 InvocationExpression
																 SimpleMemberAccessExpression
																	 IdentifierName
																	 IdentifierName
																 ArgumentList
																	 Argument
																		 SimpleMemberAccessExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName
																				 IdentifierName
																			 IdentifierName
															 NullLiteralExpression
										 IdentifierName
									 ArgumentList
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName proxyEntries
												 IdentifierName Where
											 ArgumentList
												 Argument
													 SimpleLambdaExpression
														 Parameter
														 NotEqualsExpression
															 InvocationExpression
																 SimpleMemberAccessExpression
																	 IdentifierName _
																	 IdentifierName Attribute
																 ArgumentList
																	 Argument
																		 SimpleMemberAccessExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName ConfigurationConstants
																				 IdentifierName Attrs
																			 IdentifierName AVAILABILITY_GROUP
															 NullLiteralExpression
										 IdentifierName Count
									 ArgumentList",Refactor
"
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
									 IdentifierName
								 ArgumentList
","
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Servers
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName _
														 IdentifierName Instances
									 IdentifierName ToList
								 ArgumentList",Refactor
"
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
									 IdentifierName
								 ArgumentList
","
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Proxies
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName _
														 IdentifierName Instances
									 IdentifierName ToList
								 ArgumentList",Refactor
"
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
															 IdentifierName
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName
																		 IdentifierName
									 IdentifierName
								 ArgumentList
","
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Servers
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName _
																 IdentifierName Instances
															 IdentifierName Select
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName instance
																		 IdentifierName EndPoint
									 IdentifierName ToList
								 ArgumentList",Refactor
"
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
															 IdentifierName
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName
																		 IdentifierName
									 IdentifierName
								 ArgumentList
","
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Proxies
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName _
																 IdentifierName Instances
															 IdentifierName Select
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName instance
																		 IdentifierName EndPoint
									 IdentifierName ToList
								 ArgumentList",Refactor
"
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
","
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName IPAddressComparer
														 IdentifierName IsLocalhost
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName instance
																 IdentifierName HostName",Refactor
"
						 ForEachStatement
							 IdentifierName
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName
									 BracketedArgumentList
										 Argument
											 IdentifierName
								 IdentifierName
","
						 ForEachStatement
							 IdentifierName var
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName Servers
									 BracketedArgumentList
										 Argument
											 IdentifierName i
								 IdentifierName Instances",Refactor
"
				 ReturnStatement
					 NullLiteralExpression
","
				 ReturnStatement
					 NullLiteralExpression",Refactor
"
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
","
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName IPAddressComparer
														 IdentifierName IsLocalhost
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName instance
																 IdentifierName HostName",Refactor
"
						 ForEachStatement
							 IdentifierName
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName
									 BracketedArgumentList
										 Argument
											 IdentifierName
								 IdentifierName
","
						 ForEachStatement
							 IdentifierName var
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName Proxies
									 BracketedArgumentList
										 Argument
											 IdentifierName i
								 IdentifierName Instances",Refactor
"
				 ReturnStatement
					 NullLiteralExpression
","
				 ReturnStatement
					 NullLiteralExpression",Refactor
"
		 MethodDeclaration
			 GenericName
				 TypeArgumentList
					 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
","
		 MethodDeclaration
			 GenericName
				 TypeArgumentList
					 IdentifierName AvailabilityGroup
			 ParameterList
				 Parameter
					 IdentifierName XMLConfig
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType",Refactor
"
						 LocalDeclarationStatement
							 VariableDeclaration
								 PredefinedType
								 VariableDeclarator
									 EqualsValueClause
										 NullLiteralExpression
","
						 LocalDeclarationStatement
							 VariableDeclaration
								 PredefinedType
								 VariableDeclarator
									 EqualsValueClause
										 NullLiteralExpression",Rename
"
				 ReturnStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
						 ArgumentList
							 Argument
								 SimpleLambdaExpression
									 Parameter
									 ObjectCreationExpression
										 IdentifierName
										 ArgumentList
											 Argument
												 SimpleMemberAccessExpression
													 IdentifierName
													 IdentifierName
											 Argument
												 InvocationExpression
													 SimpleMemberAccessExpression
														 SimpleMemberAccessExpression
															 IdentifierName
															 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 SimpleLambdaExpression
																 Parameter
																 CastExpression
																	 IdentifierName
																	 IdentifierName
","
				 ReturnStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName id_infolist_dict
							 IdentifierName Select
						 ArgumentList
							 Argument
								 SimpleLambdaExpression
									 Parameter
									 ObjectCreationExpression
										 IdentifierName AvailabilityGroup
										 ArgumentList
											 Argument
												 SimpleMemberAccessExpression
													 IdentifierName _
													 IdentifierName Key
											 Argument
												 InvocationExpression
													 SimpleMemberAccessExpression
														 SimpleMemberAccessExpression
															 IdentifierName _
															 IdentifierName Value
														 IdentifierName Select
													 ArgumentList
														 Argument
															 SimpleLambdaExpression
																 Parameter
																 CastExpression
																	 IdentifierName ServerInfo
																	 IdentifierName si",Remove
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
			 Block
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName
						 ArgumentList
							 Argument
								 AddExpression
									 StringLiteralExpression
									 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
			 Block
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName IOException
						 ArgumentList
							 Argument
								 AddExpression
									 StringLiteralExpression
									 IdentifierName log_dir",Remove
"
						 ReturnStatement
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
","
						 ReturnStatement
							 SimpleMemberAccessExpression
								 IdentifierName m_EchoOnConsole
								 IdentifierName Value",Refactor
"
			 PredefinedType
			 AccessorList
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
				 SetAccessorDeclaration
					 Block
						 ExpressionStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
									 Argument
										 IdentifierName
","
			 PredefinedType
			 AccessorList
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName CTrinityConfig
									 IdentifierName CHandshake
								 ArgumentList
				 SetAccessorDeclaration
					 Block
						 ExpressionStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName CTrinityConfig
									 IdentifierName CSetHandshake
								 ArgumentList
									 Argument
										 IdentifierName value",Refactor
"
			 PredefinedType
			 AccessorList
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
				 SetAccessorDeclaration
					 Block
						 ExpressionStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
									 Argument
										 IdentifierName
","
			 PredefinedType
			 AccessorList
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName CTrinityConfig
									 IdentifierName CClientDisableSendBuffer
								 ArgumentList
				 SetAccessorDeclaration
					 Block
						 ExpressionStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName CTrinityConfig
									 IdentifierName CSetClientDisableSendBuffer
								 ArgumentList
									 Argument
										 IdentifierName value",Refactor
"
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName
						 ArgumentList
							 Argument
								 StringLiteralExpression
","
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName ArgumentOutOfRangeException
						 ArgumentList
							 Argument
								 StringLiteralExpression",Refactor
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
			 Block
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName
						 ArgumentList
							 Argument
								 StringLiteralExpression
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
			 Block
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName ArgumentException
						 ArgumentList
							 Argument
								 StringLiteralExpression",Remove
"
			 PredefinedType
","
			 PredefinedType",Refactor
"
						 ExpressionStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
									 Argument
										 IdentifierName
","
						 ExpressionStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName CTrinityConfig
									 IdentifierName CSetTrunkCount
								 ArgumentList
									 Argument
										 IdentifierName value",Refactor
"
			 PredefinedType
","
			 PredefinedType",Refactor
"
			 IdentifierName
","
			 IdentifierName StorageCapacityProfile",Refactor
"
		 PropertyDeclaration
			 PredefinedType
","
		 PropertyDeclaration
			 PredefinedType",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName ConfigurationSetting
				 VariableDeclarator",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName ConfigurationEntry
				 VariableDeclarator",Adjustment
"
				 ForEachStatement
					 IdentifierName
					 IdentifierName
","
				 ForEachStatement
					 IdentifierName var
					 IdentifierName mandatory_props",Refactor
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName PropertyInfo
				 Parameter
					 IdentifierName ConfigurationEntry",Adjustment
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
											 ArgumentList
												 Argument
													 ArrayCreationExpression
														 ArrayType
															 IdentifierName
															 ArrayRankSpecifier
																 OmittedArraySizeExpression
														 ArrayInitializerExpression
										 IdentifierName
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 PredefinedType
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName t
												 IdentifierName GetConstructor
											 ArgumentList
												 Argument
													 ArrayCreationExpression
														 ArrayType
															 IdentifierName Type
															 ArrayRankSpecifier
																 OmittedArraySizeExpression
														 ArrayInitializerExpression
										 IdentifierName Invoke
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 PredefinedType
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression",Refactor
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
											 ArgumentList
												 Argument
													 ArrayCreationExpression
														 ArrayType
															 IdentifierName
															 ArrayRankSpecifier
																 OmittedArraySizeExpression
														 ArrayInitializerExpression
										 IdentifierName
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 PredefinedType
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName t
												 IdentifierName GetConstructor
											 ArgumentList
												 Argument
													 ArrayCreationExpression
														 ArrayType
															 IdentifierName Type
															 ArrayRankSpecifier
																 OmittedArraySizeExpression
														 ArrayInitializerExpression
										 IdentifierName Invoke
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 PredefinedType
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression",Refactor
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName IList
			 ParameterList
				 Parameter
					 IdentifierName PropertyInfo",Adjustment
"
				 ReturnStatement
					 AsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 InvocationExpression
									 SimpleMemberAccessExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 IdentifierName
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 IdentifierName
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression
								 IdentifierName
							 ArgumentList
								 Argument
									 ArrayCreationExpression
										 ArrayType
											 PredefinedType
											 ArrayRankSpecifier
												 OmittedArraySizeExpression
										 ArrayInitializerExpression
						 IdentifierName
","
				 ReturnStatement
					 AsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 InvocationExpression
									 SimpleMemberAccessExpression
										 SimpleMemberAccessExpression
											 IdentifierName prop
											 IdentifierName PropertyType
										 IdentifierName GetConstructor
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 IdentifierName Type
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression
								 IdentifierName Invoke
							 ArgumentList
								 Argument
									 ArrayCreationExpression
										 ArrayType
											 PredefinedType
											 ArrayRankSpecifier
												 OmittedArraySizeExpression
										 ArrayInitializerExpression
						 IdentifierName IList",Refactor
"
				 ReturnStatement
					 AsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 InvocationExpression
									 SimpleMemberAccessExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 IdentifierName
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 IdentifierName
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression
								 IdentifierName
							 ArgumentList
								 Argument
									 ArrayCreationExpression
										 ArrayType
											 PredefinedType
											 ArrayRankSpecifier
												 OmittedArraySizeExpression
										 ArrayInitializerExpression
						 IdentifierName
","
				 ReturnStatement
					 AsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 InvocationExpression
									 SimpleMemberAccessExpression
										 SimpleMemberAccessExpression
											 IdentifierName prop
											 IdentifierName PropertyType
										 IdentifierName GetConstructor
									 ArgumentList
										 Argument
											 ArrayCreationExpression
												 ArrayType
													 IdentifierName Type
													 ArrayRankSpecifier
														 OmittedArraySizeExpression
												 ArrayInitializerExpression
								 IdentifierName Invoke
							 ArgumentList
								 Argument
									 ArrayCreationExpression
										 ArrayType
											 PredefinedType
											 ArrayRankSpecifier
												 OmittedArraySizeExpression
										 ArrayInitializerExpression
						 IdentifierName IList",Refactor
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
","
		 MethodDeclaration
			 IdentifierName ConfigurationEntry
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType",Refactor
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName
			 Block
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 IdentifierName
									 ArgumentList
										 Argument
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName
						 ArgumentList
","
		 MethodDeclaration
			 IdentifierName ConfigurationEntry
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName PropertyInfo
			 Block
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName ConfigurationEntry
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 IdentifierName ConfigurationEntry
									 ArgumentList
										 Argument
											 SimpleMemberAccessExpression
												 IdentifierName prop
												 IdentifierName Name
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName NotImplementedException
						 ArgumentList",Remove
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName ConfigurationEntry
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName PropertyInfo",Remove
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 IdentifierName
									 ArgumentList
										 Argument
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 IdentifierName ConfigurationEntry
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 IdentifierName ConfigurationEntry
									 ArgumentList
										 Argument
											 SimpleMemberAccessExpression
												 IdentifierName prop
												 IdentifierName Name",Remove
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName ConfigurationEntry",Refactor
"
																			 ThrowStatement
																				 ObjectCreationExpression
																					 IdentifierName
																					 ArgumentList
																						 Argument
																							 InvocationExpression
																								 SimpleMemberAccessExpression
																									 IdentifierName
																									 IdentifierName
																								 ArgumentList
																									 Argument
																										 StringLiteralExpression
																									 Argument
																										 InvocationExpression
																											 SimpleMemberAccessExpression
																												 IdentifierName
																												 IdentifierName
																											 ArgumentList
																						 Argument
																							 StringLiteralExpression
","
																			 ThrowStatement
																				 ObjectCreationExpression
																					 IdentifierName ArgumentException
																					 ArgumentList
																						 Argument
																							 InvocationExpression
																								 SimpleMemberAccessExpression
																									 IdentifierName String
																									 IdentifierName Format
																								 ArgumentList
																									 Argument
																										 StringLiteralExpression
																									 Argument
																										 InvocationExpression
																											 SimpleMemberAccessExpression
																												 IdentifierName type
																												 IdentifierName ToString
																											 ArgumentList
																						 Argument
																							 StringLiteralExpression",Refactor
"
	 ClassDeclaration
","
	 ClassDeclaration",Rename
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName XElement
				 VariableDeclarator",Adjustment
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_entries
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_entries
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_entries
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_entries
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
